Day       Month     Year      Tmin(C)        Tmax(C)        Prcp(mm)       RH(%)          SS(hrs)        Wind(m/s)      Et0(mm)        
5         8         2022      19.20          32.20          0.00           76.00          9.40           2.00           4.56           
6         8         2022      19.30          31.90          0.00           78.00          8.50           1.00           4.01           
7         8         2022      20.40          26.80          7.50           88.00          8.70           1.00           3.63           
8         8         2022      22.00          28.20          3.20           84.00          0.50           1.00           2.14           
9         8         2022      21.20          29.30          0.00           78.00          4.50           1.00           3.11           
10        8         2022      22.80          31.00          0.50           81.00          7.60           2.00           4.09           
11        8         2022      22.80          32.00          0.00           80.00          5.40           1.00           3.49           
12        8         2022      22.60          32.40          0.50           84.00          4.60           1.00           3.27           
13        8         2022      22.40          33.00          0.00           88.00          4.30           1.00           3.17           
14        8         2022      22.00          31.80          3.00           84.00          4.80           1.00           3.29           
15        8         2022      21.80          31.60          41.40          84.00          6.00           1.00           3.55           
16        8         2022      22.00          32.90          0.00           82.00          5.30           1.00           3.52           
17        8         2022      21.90          29.80          1.50           80.00          5.10           2.00           3.57           
18        8         2022      22.00          29.60          0.00           80.00          7.80           3.00           4.27           
19        8         2022      22.20          30.20          0.00           79.00          7.20           2.00           4.09           
20        8         2022      21.50          31.20          0.00           74.00          7.30           3.00           4.66           
21        8         2022      22.00          30.80          0.00           79.00          8.70           2.00           4.47           
22        8         2022      20.80          31.00          0.00           77.00          5.00           1.00           3.45           
23        8         2022      20.60          31.60          0.00           77.00          8.40           3.00           4.78           
24        8         2022      20.00          31.40          0.00           79.00          7.50           1.00           4.00           
25        8         2022      22.80          29.20          0.00           77.00          8.60           2.00           4.45           
26        8         2022      21.80          30.00          0.00           80.00          4.00           2.00           3.44           
27        8         2022      21.80          29.40          0.00           79.00          4.20           2.00           3.48           
28        8         2022      21.90          30.60          0.00           74.00          4.70           2.00           3.86           
29        8         2022      21.20          30.40          0.00           82.00          5.50           2.00           3.73           
30        8         2022      21.51          30.83          8.00           84.00          5.20           1.00           3.47           
31        8         2022      23.00          30.00          0.20           82.00          2.90           1.00           2.97           
1         9         2022      22.10          32.60          8.90           80.00          5.20           2.00           3.96           
2         9         2022      22.40          33.00          0.00           77.00          6.20           1.00           4.01           
3         9         2022      22.20          31.20          0.00           78.00          8.10           2.00           4.57           
4         9         2022      22.40          30.40          0.00           82.00          7.20           1.00           4.03           
5         9         2022      22.20          31.80          0.00           79.00          5.20           1.00           3.69           
6         9         2022      22.00          31.60          0.00           77.00          3.30           2.00           3.61           
7         9         2022      21.90          30.60          0.00           83.00          5.70           2.00           3.85           
8         9         2022      24.40          32.20          0.00           83.00          5.40           2.00           3.97           
9         9         2022      21.70          32.20          81.80          89.00          4.70           1.00           3.45           
10        9         2022      22.20          31.20          17.10          89.00          4.30           2.00           3.39           
11        9         2022      22.40          31.20          42.40          90.00          3.50           2.00           3.17           
12        9         2022      20.40          33.20          10.10          84.00          0.20           1.00           2.46           
13        9         2022      23.00          30.80          0.00           79.00          8.00           2.00           4.61           
14        9         2022      22.40          30.80          0.00           77.00          8.50           3.00           4.99           
15        9         2022      22.60          28.40          0.00           82.00          9.20           1.00           4.51           
16        9         2022      22.70          32.20          0.00           78.00          1.30           2.00           3.22           
17        9         2022      20.80          31.80          0.00           82.00          6.20           2.00           4.16           
18        9         2022      20.60          31.60          0.00           80.00          8.50           2.00           4.74           
19        9         2022      23.20          30.40          0.00           80.00          8.30           1.00           4.52           
20        9         2022      22.80          29.80          1.50           85.00          6.60           2.00           4.06           
21        9         2022      22.80          30.20          0.00           83.00          3.20           2.00           3.37           
22        9         2022      23.00          29.40          2.50           84.00          2.80           2.00           3.19           
23        9         2022      23.50          30.80          0.00           81.00          3.70           2.00           3.63           
24        9         2022      23.00          30.20          0.00           81.00          7.20           2.00           4.40           
25        9         2022      22.40          30.00          0.00           82.00          4.80           3.00           3.93           
26        9         2022      23.60          29.40          0.20           80.00          7.60           2.00           4.50           
27        9         2022      23.00          29.80          0.00           79.00          8.50           1.00           4.60           
28        9         2022      22.60          31.20          0.00           76.00          8.10           2.00           4.88           
29        9         2022      23.00          31.00          0.00           80.00          8.60           2.00           4.87           
30        9         2022      23.20          30.80          0.00           90.00          6.00           1.00           3.90           
1         10        2022      23.20          30.40          16.00          91.00          3.80           1.00           3.27           
2         10        2022      23.20          30.60          49.50          91.00          2.60           1.00           2.96           
3         10        2022      22.51          28.50          5.70           86.00          2.50           0.00           2.79           
4         10        2022      22.90          31.00          36.00          83.00          0.90           2.00           2.92           
5         10        2022      22.20          30.40          0.20           87.00          5.00           1.00           3.65           
6         10        2022      22.00          30.40          0.00           93.00          5.10           2.00           3.53           
7         10        2022      22.00          30.50          4.00           83.00          0.00           2.00           2.68           
8         10        2022      21.90          30.60          12.10          88.00          3.90           1.00           3.35           
9         10        2022      23.10          31.40          0.80           85.00          4.30           2.00           3.73           
10        10        2022      23.70          30.80          0.50           87.00          5.60           1.00           3.90           
11        10        2022      23.00          31.00          6.00           83.00          4.30           1.00           3.61           
12        10        2022      22.51          30.40          0.00           85.00          4.00           2.00           3.58           
13        10        2022      22.70          29.60          42.50          88.00          4.80           2.00           3.62           
14        10        2022      22.40          29.00          1.50           85.00          3.10           2.00           3.27           
15        10        2022      23.30          30.20          35.10          88.00          5.10           2.00           3.75           
16        10        2022      23.00          30.40          10.80          87.00          4.50           2.00           3.65           
17        10        2022      23.30          26.00          17.00          94.00          4.40           0.00           3.36           
18        10        2022      23.20          24.90          49.60          95.00          0.00           1.00           2.04           
19        10        2022      21.20          30.80          130.00         92.00          0.00           1.00           2.27           
20        10        2022      23.20          30.80          0.00           90.00          4.10           1.00           3.45           
21        10        2022      23.40          30.00          28.50          94.00          3.20           0.00           3.16           
22        10        2022      21.80          31.60          19.70          84.00          1.20           1.00           2.80           
23        10        2022      22.60          32.00          1.50           84.00          6.50           1.00           4.26           
24        10        2022      23.20          30.80          46.00          92.00          5.50           1.00           3.81           
25        10        2022      23.20          30.40          15.00          85.00          0.70           1.00           2.61           
26        10        2022      23.40          29.70          2.40           86.00          5.30           1.00           3.79           
27        10        2022      22.70          29.70          4.70           85.00          3.40           1.00           3.29           
28        10        2022      21.20          29.40          0.00           81.00          3.20           2.00           3.47           
29        10        2022      20.00          29.20          0.00           80.00          8.50           1.00           4.53           
30        10        2022      22.00          30.20          0.40           81.00          3.90           1.00           3.50           
31        10        2022      19.90          29.40          0.00           82.00          6.50           1.00           4.03           
1         11        2022      20.00          31.00          0.00           82.00          6.00           1.00           4.01           
2         11        2022      23.40          31.10          7.00           84.00          2.80           2.00           3.41           
3         11        2022      23.40          31.80          0.00           83.00          3.30           1.00           3.42           
4         11        2022      23.20          32.20          13.50          82.00          4.00           1.00           3.65           
5         11        2022      23.00          32.00          2.10           86.00          4.80           1.00           3.78           
6         11        2022      24.00          33.00          0.00           86.00          2.50           2.00           3.39           
7         11        2022      23.00          32.80          27.50          91.00          3.30           1.00           3.32           
8         11        2022      22.20          31.40          65.00          88.00          3.50           1.00           3.34           
9         11        2022      22.20          29.60          24.00          89.00          3.30           1.00           3.18           
10        11        2022      22.80          31.60          0.00           84.00          0.50           2.00           2.86           
11        11        2022      23.40          30.60          0.50           88.00          3.60           1.00           3.35           
12        11        2022      22.80          31.00          13.00          90.00          3.50           1.00           3.30           
13        11        2022      22.20          29.50          9.00           93.00          4.10           1.00           3.31           
14        11        2022      22.60          31.80          10.50          89.00          2.00           1.00           2.94           
15        11        2022      23.00          31.00          2.00           88.00          4.70           1.00           3.66           
16        11        2022      23.00          30.70          2.30           92.00          1.80           1.00           2.78           
17        11        2022      23.00          32.40          10.60          88.00          3.80           1.00           3.49           
18        11        2022      23.00          30.40          49.10          84.00          2.90           1.00           3.22           
19        11        2022      22.00          29.00          16.50          89.00          1.30           1.00           2.62           
20        11        2022      21.70          32.00          0.80           83.00          1.00           1.00           2.79           
21        11        2022      22.90          32.00          1.20           83.00          5.70           1.00           4.06           
22        11        2022      23.80          31.90          17.00          86.00          5.90           1.00           4.10           
23        11        2022      22.80          28.60          0.00           90.00          5.30           0.00           3.67           
24        11        2022      22.70          29.20          2.70           90.00          0.50           0.00           2.32           
25        11        2022      22.40          32.00          47.00          88.00          1.40           1.00           2.80           
26        11        2022      22.30          30.20          11.80          88.00          5.00           1.00           3.67           
27        11        2022      23.00          30.80          58.50          91.00          3.80           1.00           3.35           
28        11        2022      23.00          28.60          25.60          92.00          4.50           1.00           3.40           
29        11        2022      22.90          30.00          3.60           88.00          0.80           1.00           2.56           
30        11        2022      23.00          28.40          2.80           90.00          3.00           1.00           3.04           
1         12        2022      23.30          30.00          0.00           79.00          0.80           1.00           2.75           
2         12        2022      21.80          30.80          0.00           80.00          4.50           2.00           3.92           
3         12        2022      23.80          31.80          0.00           80.00          7.10           1.00           4.49           
4         12        2022      23.40          30.00          0.00           89.00          7.00           1.00           4.20           
5         12        2022      23.00          31.40          9.50           94.00          1.00           0.00           2.53           
6         12        2022      22.40          30.40          12.00          87.00          3.10           1.00           3.19           
7         12        2022      22.80          31.80          13.70          85.00          3.50           1.00           3.42           
8         12        2022      23.10          32.40          1.70           83.00          3.10           1.00           3.38           
9         12        2022      22.30          31.40          5.50           76.00          6.50           2.00           4.59           
10        12        2022      22.10          30.90          0.00           80.00          9.20           2.00           5.04           
11        12        2022      23.80          32.40          1.00           82.00          8.80           2.00           5.09           
12        12        2022      23.00          32.20          3.00           82.00          7.00           1.00           4.43           
13        12        2022      23.40          32.20          7.00           85.00          6.20           0.00           4.05           
14        12        2022      23.20          32.00          31.50          88.00          6.30           1.00           4.15           
15        12        2022      22.20          30.80          10.50          89.00          5.00           1.00           3.67           
16        12        2022      23.00          26.60          0.00           93.00          6.50           1.00           3.79           
17        12        2022      22.50          30.80          40.20          85.00          0.00           1.00           2.44           
18        12        2022      23.20          31.40          2.00           82.00          4.50           1.00           3.72           
19        12        2022      22.40          32.40          0.00           81.00          7.30           1.00           4.51           
20        12        2022      22.30          31.90          0.00           78.00          8.00           1.00           4.69           
21        12        2022      23.40          31.60          1.00           80.00          8.60           1.00           4.85           
22        12        2022      22.90          31.00          13.00          88.00          8.60           1.00           4.69           
23        12        2022      22.70          31.40          0.00           86.00          0.00           1.00           2.44           
24        12        2022      20.70          30.40          14.30          85.00          1.10           1.00           2.69           
25        12        2022      22.00          27.80          0.00           90.00          2.50           1.00           2.86           
26        12        2022      22.60          31.00          10.70          89.00          0.00           2.00           2.49           
27        12        2022      21.40          29.00          0.00           91.00          0.50           1.00           2.37           
28        12        2022      23.20          30.20          1.20           85.00          0.00           1.00           2.43           
29        12        2022      22.00          29.20          41.00          88.00          3.80           1.00           3.29           
30        12        2022      22.10          29.80          1.90           83.00          2.00           2.00           3.15           
31        12        2022      23.80          30.10          0.00           72.00          1.00           4.00           4.12           
1         1         2023      25.00          30.60          0.00           75.00          4.10           3.00           4.37           
2         1         2023      23.20          30.70          4.30           85.00          4.70           1.00           3.69           
3         1         2023      22.70          30.40          24.00          86.00          1.70           2.00           3.01           
4         1         2023      23.00          30.20          18.00          81.00          3.60           2.00           3.66           
5         1         2023      22.60          31.20          0.00           83.00          8.10           2.00           4.75           
6         1         2023      23.00          30.20          0.00           84.00          7.00           2.00           4.37           
7         1         2023      20.50          30.40          1.00           84.00          4.10           1.00           3.47           
8         1         2023      21.80          30.60          1.00           82.00          5.60           1.00           3.94           
9         1         2023      22.00          31.80          0.00           80.00          8.60           0.00           4.62           
10        1         2023      21.80          31.80          0.00           78.00          7.30           1.00           4.51           
11        1         2023      21.80          31.60          5.50           78.00          9.00           1.00           4.94           
12        1         2023      22.20          31.00          0.00           78.00          8.70           1.00           4.83           
13        1         2023      21.80          31.60          0.00           80.00          9.00           1.00           4.92           
14        1         2023      22.80          31.60          0.00           83.00          9.20           2.00           5.08           
15        1         2023      23.80          31.80          5.50           82.00          7.30           1.00           4.55           
16        1         2023      23.40          32.00          0.00           86.00          3.20           1.00           3.36           
17        1         2023      23.60          31.20          15.50          88.00          4.80           1.00           3.73           
18        1         2023      23.20          30.00          4.10           86.00          6.20           0.00           4.00           
19        1         2023      23.00          32.00          0.00           86.00          3.80           1.00           3.52           
20        1         2023      23.00          31.40          6.00           85.00          7.00           1.00           4.38           
21        1         2023      22.80          32.10          0.30           84.00          4.10           1.00           3.64           
22        1         2023      23.30          31.90          0.00           79.00          7.30           1.00           4.59           
23        1         2023      22.80          33.20          0.00           76.00          8.90           1.00           5.13           
24        1         2023      25.00          32.70          0.00           78.00          9.50           1.00           5.34           
25        1         2023      24.20          32.40          0.00           82.00          5.80           1.00           4.21           
26        1         2023      23.80          31.80          2.00           95.00          5.30           1.00           3.82           
27        1         2023      22.00          29.60          36.20          88.00          0.00           1.00           2.34           
28        1         2023      23.50          30.00          2.00           90.00          0.30           1.00           2.41           
29        1         2023      22.20          32.00          36.10          88.00          1.50           1.00           2.85           
30        1         2023      23.20          32.20          19.30          90.00          4.30           1.00           3.62           
31        1         2023      22.40          29.00          6.70           85.00          2.10           1.00           2.94           
1         2         2023      21.00          30.80          21.50          88.00          0.40           1.00           2.49           
2         2         2023      23.00          32.20          2.20           86.00          2.80           1.00           3.27           
3         2         2023      23.00          30.80          4.00           83.00          3.70           1.00           3.50           
4         2         2023      22.60          29.00          0.00           89.00          2.30           1.00           2.92           
5         2         2023      23.40          28.20          0.60           87.00          0.50           0.00           2.33           
6         2         2023      21.00          30.00          9.10           85.00          0.00           1.00           2.42           
7         2         2023      21.40          30.60          2.00           93.00          1.20           1.00           2.60           
8         2         2023      22.80          33.00          27.00          89.00          2.00           0.00           2.88           
9         2         2023      22.40          31.00          42.00          90.00          2.70           1.00           3.10           
10        2         2023      22.60          31.20          9.90           87.00          3.50           1.00           3.39           
11        2         2023      22.60          31.00          7.00           86.00          4.50           1.00           3.67           
12        2         2023      22.80          33.00          3.60           86.00          5.00           0.00           3.78           
13        2         2023      22.20          29.10          52.80          88.00          3.90           1.00           3.36           
14        2         2023      22.70          30.20          18.10          89.00          0.30           1.00           2.43           
15        2         2023      23.00          28.00          1.90           94.00          3.20           1.00           3.03           
16        2         2023      22.60          29.60          43.30          90.00          0.00           1.00           2.30           
17        2         2023      22.00          30.20          11.10          87.00          2.10           1.00           2.94           
18        2         2023      23.00          30.00          1.30           88.00          1.50           1.00           2.77           
19        2         2023      23.00          31.10          0.90           90.00          4.30           1.00           3.55           
20        2         2023      22.50          30.60          5.00           84.00          6.00           1.00           4.07           
21        2         2023      22.80          33.00          0.00           81.00          5.50           1.00           4.14           
22        2         2023      23.00          31.60          0.00           83.00          8.10           1.00           4.73           
23        2         2023      22.90          30.90          6.20           86.00          3.50           2.00           3.51           
24        2         2023      24.40          30.20          0.10           92.00          5.50           1.00           3.84           
25        2         2023      23.20          34.40          7.50           87.00          1.70           2.00           3.24           
26        2         2023      22.90          30.40          44.00          82.00          5.50           2.00           4.11           
27        2         2023      23.40          30.80          15.40          82.00          3.90           3.00           3.92           
28        2         2023      23.20          31.60          0.00           84.00          4.30           1.00           3.67           
1         3         2023      22.00          29.40          20.50          87.00          3.40           1.00           3.23           
2         3         2023      22.40          29.60          5.30           89.00          3.80           1.00           3.32           
3         3         2023      21.80          31.90          1.20           82.00          2.50           1.00           3.20           
4         3         2023      22.60          31.20          0.00           80.00          8.30           1.00           4.74           
5         3         2023      23.00          30.60          0.00           86.00          6.00           1.00           4.02           
6         3         2023      23.60          30.10          8.10           88.00          4.00           1.00           3.43           
7         3         2023      21.80          31.60          3.00           82.00          7.70           1.00           4.54           
8         3         2023      22.30          32.20          0.00           81.00          8.70           1.00           4.88           
9         3         2023      23.10          32.00          0.00           78.00          7.30           1.00           4.55           
10        3         2023      21.60          33.00          0.00           78.00          8.70           1.00           4.93           
11        3         2023      22.70          32.60          0.00           79.00          7.30           2.00           4.79           
12        3         2023      21.40          32.90          0.00           78.00          8.70           1.00           4.90           
13        3         2023      21.50          31.80          0.00           73.00          8.70           1.00           4.87           
14        3         2023      22.00          32.60          0.00           82.00          6.70           2.00           4.51           
15        3         2023      22.90          32.80          0.00           78.00          5.90           1.00           4.19           
16        3         2023      23.20          32.70          0.00           82.00          7.00           1.00           4.43           
17        3         2023      22.40          32.30          3.50           83.00          5.60           1.00           3.98           
18        3         2023      22.40          32.60          0.00           85.00          6.00           1.00           4.07           
19        3         2023      22.80          32.80          15.50          86.00          6.10           1.00           4.10           
20        3         2023      23.60          33.00          69.00          81.00          5.10           2.00           4.17           
21        3         2023      23.40          34.40          0.00           82.00          5.60           1.00           4.13           
22        3         2023      24.20          33.10          0.00           80.00          7.30           1.00           4.56           
23        3         2023      24.00          31.80          19.60          88.00          6.70           1.00           4.18           
24        3         2023      23.00          33.40          0.00           86.00          3.00           1.00           3.26           
25        3         2023      22.80          32.50          0.00           85.00          5.70           1.00           3.94           
26        3         2023      22.70          31.80          4.00           87.00          6.00           1.00           3.93           
27        3         2023      22.40          31.80          1.80           91.00          5.00           1.00           3.59           
28        3         2023      22.20          31.00          14.10          90.00          4.00           1.00           3.28           
29        3         2023      22.40          33.60          1.40           84.00          2.00           1.00           2.99           
30        3         2023      23.40          32.00          11.00          80.00          7.00           1.00           4.29           
31        3         2023      22.80          32.20          0.00           78.00          7.40           1.00           4.40           
1         4         2023      23.40          28.60          0.70           89.00          4.90           1.00           3.40           
2         4         2023      22.70          31.20          33.00          86.00          0.30           1.00           2.38           
3         4         2023      23.10          30.60          0.90           86.00          3.80           1.00           3.25           
4         4         2023      23.30          31.90          1.00           84.00          1.00           1.00           2.62           
5         4         2023      22.70          32.60          0.00           83.00          4.80           1.00           3.64           
6         4         2023      22.80          30.20          0.00           87.00          6.20           1.00           3.78           
7         4         2023      23.00          31.00          9.20           86.00          2.60           1.00           2.93           
8         4         2023      22.40          32.30          0.00           82.00          4.40           1.00           3.50           
9         4         2023      22.50          32.60          0.00           78.00          8.70           1.00           4.63           
10        4         2023      23.00          31.20          17.60          85.00          8.80           1.00           4.49           
11        4         2023      22.80          31.60          5.90           84.00          6.00           1.00           3.81           
12        4         2023      22.40          31.30          6.80           88.00          8.20           1.00           4.26           
13        4         2023      22.10          27.20          72.00          90.00          5.00           1.00           3.18           
14        4         2023      21.00          29.40          4.00           90.00          0.00           1.00           2.08           
15        4         2023      23.00          31.20          1.50           84.00          1.20           1.00           2.57           
16        4         2023      22.60          33.40          0.00           84.00          6.00           1.00           3.86           
17        4         2023      22.80          32.90          0.00           86.00          7.70           1.00           4.22           
18        4         2023      22.40          31.80          7.20           80.00          4.50           1.00           3.43           
19        4         2023      22.40          32.80          0.00           80.00          7.50           1.00           4.20           
20        4         2023      23.20          32.40          0.00           79.00          8.40           1.00           4.41           
21        4         2023      23.40          32.80          0.00           86.00          9.00           1.00           4.51           
22        4         2023      24.20          32.40          1.00           81.00          5.20           2.00           3.86           
23        4         2023      23.20          33.20          1.80           82.00          6.10           1.00           3.83           
24        4         2023      23.60          35.40          2.00           81.00          6.50           1.00           4.10           
25        4         2023      24.00          34.00          0.00           83.00          7.00           1.00           4.10           
26        4         2023      23.80          32.00          5.20           84.00          7.10           1.00           3.95           
27        4         2023      23.80          33.20          0.60           84.00          5.00           1.00           3.51           
28        4         2023      24.20          31.60          1.40           86.00          5.80           1.00           3.58           
29        4         2023      23.20          29.80          6.00           94.00          5.00           1.00           3.12           
30        4         2023      22.20          33.00          5.70           85.00          1.00           1.00           2.46           
1         5         2023      22.80          31.80          43.20          87.00          7.00           1.00           3.78           
2         5         2023      22.20          32.60          10.40          86.00          7.00           1.00           3.81           
3         5         2023      23.40          32.80          1.50           88.00          4.80           1.00           3.29           
4         5         2023      24.60          32.40          2.20           90.00          5.20           1.00           3.36           
5         5         2023      23.80          32.20          41.00          84.00          4.30           2.00           3.40           
6         5         2023      23.20          31.80          0.00           84.00          6.50           1.00           3.66           
7         5         2023      23.40          30.70          3.60           82.00          5.00           2.00           3.49           
8         5         2023      22.30          33.20          0.00           82.00          5.70           1.00           3.54           
9         5         2023      22.40          30.60          0.00           80.00          7.00           1.00           3.68           
10        5         2023      23.80          31.20          0.00           86.00          1.50           1.00           2.42           
11        5         2023      23.80          31.20          0.00           87.00          0.80           1.00           2.24           
12        5         2023      24.20          30.70          0.50           78.00          3.50           2.00           3.30           
13        5         2023      22.80          30.40          0.00           80.00          2.40           2.00           2.96           
14        5         2023      20.40          30.40          0.00           65.00          9.00           2.00           4.62           
15        5         2023      21.40          30.60          0.00           79.00          8.40           1.00           3.88           
16        5         2023      21.00          30.60          0.00           80.00          8.50           1.00           3.86           
17        5         2023      19.20          31.40          0.00           77.00          6.50           1.00           3.49           
18        5         2023      19.80          31.20          0.00           78.00          8.00           1.00           3.76           
19        5         2023      20.60          31.70          0.00           77.00          5.80           1.00           3.39           
20        5         2023      20.20          32.80          0.00           78.00          7.00           2.00           4.01           
21        5         2023      21.00          32.80          0.00           76.00          8.50           2.00           4.37           
22        5         2023      21.00          32.20          0.00           75.00          8.50           2.00           4.33           
23        5         2023      20.80          32.40          0.00           76.00          9.00           1.00           4.05           
24        5         2023      21.20          33.20          0.00           79.00          6.60           1.00           3.59           
25        5         2023      21.80          31.40          0.00           78.00          6.40           2.00           3.76           
26        5         2023      21.60          32.00          0.00           63.00          8.50           2.00           4.66           
27        5         2023      21.20          31.80          0.00           71.00          7.30           2.00           4.16           
28        5         2023      21.20          31.20          0.00           75.00          8.00           2.00           4.10           
29        5         2023      22.00          32.00          0.00           58.00          7.50           1.00           3.91           
30        5         2023      21.00          33.00          0.00           62.00          8.80           1.00           4.12           
31        5         2023      21.20          30.80          0.00           68.00          6.90           2.00           4.08           
1         6         2023      21.00          32.00          0.00           82.00          6.30           2.00           3.60           
2         6         2023      21.00          30.80          0.00           80.00          5.50           2.00           3.42           
3         6         2023      22.60          31.80          0.00           67.00          6.20           2.00           4.09           
4         6         2023      23.00          31.00          0.00           79.00          6.60           2.00           3.70           
5         6         2023      22.40          31.20          0.00           79.00          6.20           2.00           3.62           
6         6         2023      22.00          28.80          0.80           87.00          4.50           1.00           2.73           
7         6         2023      22.20          29.20          14.00          78.00          2.20           2.00           2.80           
8         6         2023      23.00          30.80          5.00           83.00          3.10           2.00           2.87           
9         6         2023      22.80          31.20          0.00           84.00          6.80           1.00           3.38           
10        6         2023      22.00          31.00          0.00           82.00          7.10           2.00           3.63           
11        6         2023      21.20          30.40          1.00           80.00          6.50           1.00           3.27           
12        6         2023      23.00          31.20          0.80           75.00          4.70           2.00           3.48           
13        6         2023      22.00          31.40          0.00           82.00          4.80           2.00           3.24           
14        6         2023      22.20          30.20          0.00           72.00          6.50           2.00           3.79           
15        6         2023      22.40          30.60          0.00           74.00          7.50           2.00           3.93           
16        6         2023      22.00          31.80          0.00           78.00          4.50           1.00           3.00           
17        6         2023      20.80          31.90          0.00           76.00          6.30           1.00           3.35           
18        6         2023      20.60          32.40          0.00           79.00          7.00           1.00           3.47           
19        6         2023      21.00          32.60          0.00           78.00          5.50           1.00           3.22           
20        6         2023      21.00          33.40          0.00           78.00          6.30           1.00           3.42           
21        6         2023      20.80          31.00          0.00           80.00          5.00           2.00           3.29           
22        6         2023      21.80          31.60          0.00           77.00          8.70           2.00           4.10           
23        6         2023      20.40          32.80          0.00           79.00          7.40           1.00           3.56           
24        6         2023      20.80          32.10          0.00           83.00          6.30           1.00           3.26           
25        6         2023      20.40          31.20          0.00           83.00          5.30           1.00           3.01           
26        6         2023      20.90          31.20          0.00           84.00          5.30           2.00           3.22           
27        6         2023      22.80          28.40          1.00           83.00          6.10           1.00           3.07           
28        6         2023      22.70          27.40          4.10           93.00          6.10           1.00           2.87           
29        6         2023      22.80          29.00          45.70          88.00          0.10           2.00           2.01           
30        6         2023      22.80          30.60          0.60           85.00          6.00           1.00           3.15           
1         7         2023      23.00          26.80          0.30           87.00          8.00           2.00           3.34           
